# ----------------------------------------,,,,,,,
# cornellsun.com,,,,,,,
# Demographics: Age,,,,,,,
# 20161108-20171129,,,,,,,
# ----------------------------------------,,,,,,,
,,Total,18-24,25-34,45-54,35-44,55-64
35-44,"""Former Cornell Basketball Player Transfers to UConn for Final Year of Eligibility | The Cornell Daily Sun""",50,0,0,0,50,0
35-44,"""IFC Welcomes First Muslim-Interest Fraternity | The Cornell Daily Sun""",50,0,0,0,50,0
35-44,"""In Shift, Cornell to Pay Bulk of Security Fees for Gingrich Lecture | The Cornell Daily Sun""",50,0,0,0,50,0
35-44,"""Is Cornell Dining Actually Sustainable? | The Cornell Daily Sun""",50,0,0,0,50,0
35-44,"""JEONG | Don‰Ûªt Tell Me What Needs to Be Offensive to Me | The Cornell Daily Sun""",50,0,0,0,50,0
35-44,"""Johnson Donation to New Business School Reveals Flipped Public Perception | The Cornell Daily Sun""",50,0,0,0,50,0
35-44,"""Johnson Hopes Gift Will Unite Three Business Schools, Increase Business College Prestige | The Cornell Daily Sun""",50,0,0,0,50,0
35-44,"""LETTER TO THE EDITOR | On credulity and union politics: A response from a CGSU Officer on letter from Prof. Jacobson, law | The Cornell Daily Sun""",50,0,0,0,50,0
35-44,"""Live Coverage: Cornell Announces 14th President | The Cornell Daily Sun""",50,0,0,0,50,0
35-44,"""OCR Open Forum Reveals Concerns Regarding University‰Ûªs Title IX Office | The Cornell Daily Sun""",50,0,0,0,50,0
35-44,"""Overlooked and Unaddressed: Students Recount Fighting Ableism on Campus | The Cornell Daily Sun""",50,0,0,0,50,0
35-44,"""Photos: Dragon Day 2017 | The Cornell Daily Sun""",50,0,0,0,50,0
35-44,"""Pollack Addresses Increasing Enrollment in Computer Science Classes | The Cornell Daily Sun""",50,0,0,0,50,0
35-44,"""S.A. Passes Resolution Condemning Hate Crimes, Hate Speech | The Cornell Daily Sun""",50,0,0,0,50,0
35-44,"""SEX ON THURSDAY | 19 Percent | The Cornell Daily Sun""",50,0,0,0,50,0
35-44,"""SEX ON THURSDAY | Sexual Orientation (Yours) | The Cornell Daily Sun""",50,0,0,0,50,0
35-44,"""TCAT Suspends Service, Some Profs Cancel Wednesday Afternoon Classes | The Cornell Daily Sun""",50,0,0,0,50,0
35-44,"""The Return of Sushi to Cornell Dining | The Cornell Daily Sun""",50,0,0,0,50,0
35-44,"""University Leadership to Make ‰Û÷Special Announcement‰Ûª Today | The Cornell Daily Sun""",50,0,0,0,50,0
35-44,"""Vote on Graduate Student Union Scheduled for March 27, 28 | The Cornell Daily Sun""",50,0,0,0,50,0
35-44,"""Washington City Council Candidate, Accused of Lying About Cornell Degree, Loses Election | The Cornell Daily Sun""",50,0,0,0,50,0
45-54,"""1967 Men‰Ûªs Hockey Championship Team to Return to Lynah for 50th Anniversary | The Cornell Daily Sun""",50,0,0,50,0,0
45-54,"""AFT President Randi Weingarten ‰Ûª80 Rallies With Grads Before Major Vote | The Cornell Daily Sun""",50,0,0,50,0,0
45-54,"""An Introduction to North Campus Dorms | The Cornell Daily Sun""",50,0,0,50,0,0
45-54,"""BENITEZ | Our Alienating Alma Mater | The Cornell Daily Sun""",50,0,0,50,0,0
45-54,"""Cornell Alumna Is First Woman to Be Top Staffer for New York Governor | The Cornell Daily Sun""",50,0,0,50,0,0
45-54,"""Cornell Bike Share Makes Two-Wheel Transportation More Accessible | The Cornell Daily Sun""",50,0,0,50,0,0
45-54,"""Cornellians Share Memories, Reflect at Vigil for A&S Student | The Cornell Daily Sun""",50,0,0,50,0,0
45-54,"""Could Caffeine Be Affecting Your Sugar Cravings? Cornell Research Says Yes | The Cornell Daily Sun""",50,0,0,50,0,0
45-54,"""Dryden Man Suspected of Killing UPS Driver and Shooting at Officers Surrenders | The Cornell Daily Sun""",50,0,0,50,0,0
45-54,"""EDITORIAL: Cornell Beyond the Richest One Percent | The Cornell Daily Sun""",50,0,0,50,0,0
45-54,"""EDITORIAL: Make It Public | The Cornell Daily Sun""",50,0,0,50,0,0
45-54,"""Editorial: The Sun Welcomes President Pollack | The Cornell Daily Sun""",50,0,0,50,0,0
45-54,"""Faculty Coalition Group Organizes to Protect Undocumented Students | The Cornell Daily Sun""",50,0,0,50,0,0
45-54,"""Greeks Give Back in Record Numbers | The Cornell Daily Sun""",50,0,0,50,0,0
45-54,"""GUEST ROOM | An Intentional Defense of Greek Life from an Accidental Frat Bro | The Cornell Daily Sun""",50,0,0,50,0,0
45-54,"""GUEST ROOM | Mitch McBride: In His Own Words | The Cornell Daily Sun""",50,0,0,50,0,0
45-54,"""In Letter, Hundreds of Cornellians Demand Sanctuary for Undocumented Students | The Cornell Daily Sun""",50,0,0,50,0,0
45-54,"""Ithaca Designates Former Collegetown Grocery Store a Local Landmark | The Cornell Daily Sun""",50,0,0,50,0,0
45-54,"""Kate Walsh Named First Female Dean of School of Hotel Administration | The Cornell Daily Sun""",50,0,0,50,0,0
45-54,"""Kotlikoff: University Cannot Pay Cornell Cinema for Potential $150k Deficit in 2018 | The Cornell Daily Sun""",50,0,0,50,0,0
45-54,"""Likely Repeal of Affordable Care Act Leaves Gannett Uncertain About Birth Control, Student Insurance | The Cornell Daily Sun""",50,0,0,50,0,0
45-54,"""Live Blog: Men‰Ûªs Hockey vs. Union in Season Finale | The Cornell Daily Sun""",50,0,0,50,0,0
45-54,"""Martha Pollack Begins Term as Cornell‰Ûªs 14th President | The Cornell Daily Sun""",50,0,0,50,0,0
45-54,"""More Than Half of Cornell Students in Survey Say They‰Ûªve Been Harassed | The Cornell Daily Sun""",50,0,0,50,0,0
45-54,"""Myrick ‰Ûª09 to Direct Young Leaders, Organizers With Progressive Nonprofit | The Cornell Daily Sun""",50,0,0,50,0,0
45-54,"""No. 9 Men‰Ûªs Hockey Ends Season High With Win Over RPI, Denial of No. 7/8 Union‰Ûªs No. 1 Seed | The Cornell Daily Sun""",50,0,0,50,0,0
45-54,"""Planning Chair, Prof Christopherson Dies After Battle With Cancer | The Cornell Daily Sun""",50,0,0,50,0,0
45-54,"""Pollack Tells Trump to ‰Û÷Preserve and Defend‰Ûª DACA Program | The Cornell Daily Sun""",50,0,0,50,0,0
45-54,"""Pro-Tibet Signs Return to Arts Quad After Last Month‰Ûªs Theft | The Cornell Daily Sun""",50,0,0,50,0,0
45-54,"""Records Show Alleged Stabber Had Criminal History | The Cornell Daily Sun""",50,0,0,50,0,0
45-54,"""Science | The Cornell Daily Sun""",50,0,0,50,0,0
45-54,"""SEX ON THURSDAYS | What the Fuck is a Hookup? | The Cornell Daily Sun""",50,0,0,50,0,0
45-54,"""Student Assembly Calls on Cornell to Hire First Hindu and Muslim Chaplains, Reduce Exam Conflicts | The Cornell Daily Sun""",50,0,0,50,0,0
45-54,"""STUDENT STORIES | Rhodes Scholar Recipient Cites Upbringing, Family Support as Motivation to Give Back | The Cornell Daily Sun""",50,0,0,50,0,0
45-54,"""Students Defend Donald Trump‰Ûªs Appeal to ‰Û÷the People Progress Forgot‰Ûª | The Cornell Daily Sun""",50,0,0,50,0,0
45-54,"""Students Protest at S.A. After Committee Votes to Defund Cornell Cinema | The Cornell Daily Sun""",50,0,0,50,0,0
45-54,"""TEST SPIN: Bob Dylan ‰ÛÓ Triplicate | The Cornell Daily Sun""",50,0,0,50,0,0
45-54,"""The Return of Sushi to Cornell Dining | The Cornell Daily Sun""",50,0,0,50,0,0
55-64,"""Apgar, Former Dean of Students, Sought to End Traditional Greek Pledge System | The Cornell Daily Sun""",50,0,0,0,0,50
55-64,"""C.U. Downtown Prepares for Second Year of Festivities | The Cornell Daily Sun""",50,0,0,0,0,50
55-64,"""Common Council Debates Closing Ezra‰Ûªs Tunnel | The Cornell Daily Sun""",50,0,0,0,0,50
55-64,"""Cornell Ends Lawsuit Against Former Coach After He Pays $100K for ‰Û÷Contract Breach‰Ûª | The Cornell Daily Sun""",50,0,0,0,0,50
55-64,"""Cornell Graduate Students United Announce Intention to File for Union Recognition Election | The Cornell Daily Sun""",50,0,0,0,0,50
55-64,"""Cornell Hires First Female To Be University‰Ûªs Top Lawyer | The Cornell Daily Sun""",50,0,0,0,0,50
55-64,"""EDITORIAL: In Defense of Mitch McBride | The Cornell Daily Sun""",50,0,0,0,0,50
55-64,"""Hal‰Ûªs Deli: An Everlasting Family Tradition | The Cornell Daily Sun""",50,0,0,0,0,50
55-64,"""Hate Speech Forum Criticized as Community Calls Out Lack of Attendance | The Cornell Daily Sun""",50,0,0,0,0,50
55-64,"""How to Eat Like an Oceanographer | The Cornell Daily Sun""",50,0,0,0,0,50
55-64,"""In Battle of Boeheims, Dad Bests Son as Men‰Ûªs Basketball Drops Season Opener to Syracuse | The Cornell Daily Sun""",50,0,0,0,0,50
55-64,"""Ithaca College Announces Shirley Collado as its Ninth President | The Cornell Daily Sun""",50,0,0,0,0,50
55-64,"""Judge Says Prosecution Is Doing ‰Û÷a Disservice to the Public‰Ûª in Walmart Murder Case | The Cornell Daily Sun""",50,0,0,0,0,50
55-64,"""LETTER TO THE EDITOR | On credulity and union politics: A response from a CGSU Officer on letter from Prof. Jacobson, law | The Cornell Daily Sun""",50,0,0,0,0,50
55-64,"""Nazaire Family Demands Life Sentence for Alleged Murderer | The Cornell Daily Sun""",50,0,0,0,0,50
55-64,"""Photos: Dragon Day 2017 | The Cornell Daily Sun""",50,0,0,0,0,50
55-64,"""Police Played ‰Û÷Mind Games‰Ûª With Cornell Murder Suspect, Lawyers Say | The Cornell Daily Sun""",50,0,0,0,0,50
55-64,"""Provocative Art Adorns Willard Straight Hall During Takeover | The Cornell Daily Sun""",50,0,0,0,0,50
55-64,"""Rawlings Details University Plan to Protect Undocumented Students | The Cornell Daily Sun""",50,0,0,0,0,50
55-64,"""Reported Campus Rapes Increased by 21% at Cornell in 2016, CUPD Says | The Cornell Daily Sun""",50,0,0,0,0,50
55-64,"""Sex Offense in Cornell Fraternity Leads to Probation for Chapter‰Ûªs Ex-president | The Cornell Daily Sun""",50,0,0,0,0,50
55-64,"""Student Assembly Reverses Committee Decision to Cut Women‰Ûªs Resource Center Funding | The Cornell Daily Sun""",50,0,0,0,0,50
55-64,"""Students Protest at S.A. After Committee Votes to Defund Cornell Cinema | The Cornell Daily Sun""",50,0,0,0,0,50
55-64,"""TCAT Suspends Service, Some Profs Cancel Wednesday Afternoon Classes | The Cornell Daily Sun""",50,0,0,0,0,50
55-64,"""Washington City Council Candidate, Accused of Lying About Cornell Degree, Loses Election | The Cornell Daily Sun""",50,0,0,0,0,50
65+,"""Cayuga‰Ûªs Waiters Suspended for Code of Conduct Violations | The Cornell Daily Sun""",50,0,0,0,0,0
65+,"""Cornell Economics Professor, Radical Anti-War Activist Dies at 97 | The Cornell Daily Sun""",50,0,0,0,0,0
65+,"""Crumbling Vaults Spawn City-Funded Review of Cemetery | The Cornell Daily Sun""",50,0,0,0,0,0
65+,"""Former Employee Pleads Guilty to Embezzling $360K From Cornell, DA Says | The Cornell Daily Sun""",50,0,0,0,0,0
65+,"""Ithaca Designates Former Collegetown Grocery Store a Local Landmark | The Cornell Daily Sun""",50,0,0,0,0,0
65+,"""Judge Halts Suspension After Student Alleges ‰Û÷Perverse and Bizarre‰Ûª Title IX Outcome | The Cornell Daily Sun""",50,0,0,0,0,0
65+,"""New Dyson Dean to Join Martha Pollack in Move From University of Michigan | The Cornell Daily Sun""",50,0,0,0,0,0
65+,"""Rawlings Promises Cornell Will ‰Û÷Support and Defend‰Ûª Undocumented Students | The Cornell Daily Sun""",50,0,0,0,0,0
65+,"""Renowned Political Scientist Prof Ted Lowi Dies at Age of 85 | The Cornell Daily Sun""",50,0,0,0,0,0
65+,"""Students Defend Fox-Proclaimed Liberal Biased Course | The Cornell Daily Sun""",50,0,0,0,0,0
65+,"""Winter Storm Brings 28-Hour Shutdown To Cornell | The Cornell Daily Sun""",50,0,0,0,0,0
18-24,"""230 Years Later, Cornell Community Questions Constitution | The Cornell Daily Sun""",43,43,0,0,0,0
18-24,"""50 Years Later, a Championship Legacy Still Resonates | The Cornell Daily Sun""",43,43,0,0,0,0
18-24,"""Arts Quad Camp-Out Raises $1,750 to Aid Disaster Relief Measures | The Cornell Daily Sun""",43,43,0,0,0,0
18-24,"""bumble & butter: A New Take on a Classic Snack | The Cornell Daily Sun""",43,43,0,0,0,0
18-24,"""Certain Women: Tender Stories Told with Restrained Patience | The Cornell Daily Sun""",43,43,0,0,0,0
18-24,"""Chairman Emeritus of Board of Trustees Peter Meinig ‰Ûª61 Dies at 78 | The Cornell Daily Sun""",43,43,0,0,0,0
18-24,"""Cornell Alpha Chi Omega Purchases Permanent House on Thurston Avenue | The Cornell Daily Sun""",43,43,0,0,0,0
18-24,"""Cornell Dedicates Breazzano Family Center for College of Business | The Cornell Daily Sun""",43,43,0,0,0,0
18-24,"""Cornell Departments Support Undocumented Students | The Cornell Daily Sun""",43,43,0,0,0,0
18-24,"""Cornell Ends Lawsuit Against Former Coach After He Pays $100K for ‰Û÷Contract Breach‰Ûª | The Cornell Daily Sun""",43,43,0,0,0,0
18-24,"""Cornell Great Buczek ‰Ûª15 Promoted to Assistant Coach of Men‰Ûªs Lacrosse | The Cornell Daily Sun""",43,43,0,0,0,0
18-24,"""Cornell Researchers Confirm Genetic Link to Autism | The Cornell Daily Sun""",43,43,0,0,0,0
18-24,"""Deep Neural Networks Transfer The Style of an Image Onto Another | The Cornell Daily Sun""",43,43,0,0,0,0
18-24,"""Faculty Coalition Group Organizes to Protect Undocumented Students | The Cornell Daily Sun""",43,43,0,0,0,0
18-24,"""First-Confirmed Toxic Algae Bloom in Ithaca Resolved for Now | The Cornell Daily Sun""",43,43,0,0,0,0
18-24,"""Football to Have 4 Televised Games in League-Wide Push for Increased Exposure | The Cornell Daily Sun""",43,43,0,0,0,0
18-24,"""GOROKH & SHERMAN | Confessions of a Climate Change Denier | The Cornell Daily Sun""",43,43,0,0,0,0
18-24,"""GPSA Passes Resolution Condemning Hate Speech | The Cornell Daily Sun""",43,43,0,0,0,0
18-24,"""Graduate Students Highlight Diversity Issues at Cornell | The Cornell Daily Sun""",43,43,0,0,0,0
18-24,"""GROSKAUFMANIS | Pursuit of Perspective | The Cornell Daily Sun""",43,43,0,0,0,0
18-24,"""GUEST ROOM | Valuing Our Interdisciplinary Programs | The Cornell Daily Sun""",43,43,0,0,0,0
18-24,"""GUEST ROOM | Vaporwave and Memes for Valentine‰Ûªs | The Cornell Daily Sun""",43,43,0,0,0,0
18-24,"""International Students Share Academic, Cultural Differences at Cornell | The Cornell Daily Sun""",43,43,0,0,0,0
18-24,"""LETTER TO THE EDITOR: Anabel‰Ûªs May Not Be the Answer | The Cornell Daily Sun""",43,43,0,0,0,0
18-24,"""Listen In, but Hold Your Judgement | The Cornell Daily Sun""",43,43,0,0,0,0
18-24,"""Malott‰Ûªs Effort, Gillam‰Ûªs 10th Career Shutout Power No. 12/15 Men‰Ûªs Hockey to 4-0 Win Over Colgate | The Cornell Daily Sun""",43,43,0,0,0,0
18-24,"""Mann Library Renovates First Floor, Bringing Together Student Services | The Cornell Daily Sun""",43,43,0,0,0,0
18-24,"""Mayor Backs Away From Budget Veto, Priming Ithaca to Increase Tax Rate by 1 Percent | The Cornell Daily Sun""",43,43,0,0,0,0
18-24,"""People‰Ûªs School No. 2 Gathers Over 100 | The Cornell Daily Sun""",43,43,0,0,0,0
18-24,"""Professor Discusses Role of Originality in Literature | The Cornell Daily Sun""",43,43,0,0,0,0
18-24,"""REDDY | Red, White and Krishna Blue | The Cornell Daily Sun""",43,43,0,0,0,0
18-24,"""Return to De Tasty: Rain Drop, Hot Pot | The Cornell Daily Sun""",43,43,0,0,0,0
18-24,"""RUSSELL | Waking Hours | The Cornell Daily Sun""",43,43,0,0,0,0
18-24,"""SEX ON THURSDAY | Eat Up | The Cornell Daily Sun""",43,43,0,0,0,0
18-24,"""So Many Movies, So Little Time: Cinemapolis Fall Preview | The Cornell Daily Sun""",43,43,0,0,0,0
18-24,"""STANTON | Pass Me the Aux | The Cornell Daily Sun""",43,43,0,0,0,0
18-24,"""Stress, Eating and Stress-Eating | The Cornell Daily Sun""",43,43,0,0,0,0
18-24,"""Student Assembly | The Cornell Daily Sun""",43,43,0,0,0,0
18-24,"""Students Find Cornell Spirit of Protest in Women‰Ûªs March on Washington | The Cornell Daily Sun""",43,43,0,0,0,0
18-24,"""Tech Campus Opens New Chapter in Cornell History | The Cornell Daily Sun""",43,43,0,0,0,0
18-24,"""Trump Announces Intent to Nominate Cornell Alumnus as Inspector General | The Cornell Daily Sun""",43,43,0,0,0,0
18-24,"""TRUSTEE VIEWPOINT | You Are Not Alone | The Cornell Daily Sun""",43,43,0,0,0,0
18-24,"""University Proposes Renaming Cornell Plantations the ‰Û÷Botanic Gardens‰Ûª | The Cornell Daily Sun""",43,43,0,0,0,0
18-24,"""VIDEO: Inside Eli Shanks‰Ûª ‰Ûª18 School Bus-Turned Solar-Powered Home | The Cornell Daily Sun""",43,43,0,0,0,0
18-24,"""Welcome to Cornell | The Cornell Daily Sun""",43,43,0,0,0,0
18-24,"""Women‰Ûªs Lacrosse Unable to Overcome Princeton, Finishes Season in 2nd Round of NCAAs | The Cornell Daily Sun""",43,43,0,0,0,0
18-24,"""World Cuisine Night: Around the World in Ten Eateries | The Cornell Daily Sun""",43,43,0,0,0,0
25-34,"""Colleagues Praise Pollack for Promoting Diversity and Inclusion as Provost at University of Michigan | The Cornell Daily Sun""",43,0,43,0,0,0
25-34,"""Cornell Professors, Researchers Chat Climate Change With Rep. Tom Reed | The Cornell Daily Sun""",43,0,43,0,0,0
25-34,"""DANBERG BIGGS | They Are Not With You, Not Really | The Cornell Daily Sun""",43,0,43,0,0,0
25-34,"""Deep Neural Networks Transfer The Style of an Image Onto Another | The Cornell Daily Sun""",43,0,43,0,0,0
25-34,"""First-Confirmed Toxic Algae Bloom in Ithaca Resolved for Now | The Cornell Daily Sun""",43,0,43,0,0,0
25-34,"""Freshman Leads Software Company as Cofounder | The Cornell Daily Sun""",43,0,43,0,0,0
25-34,"""GROSKAUFMANIS | In Defense of Commentary | The Cornell Daily Sun""",43,0,43,0,0,0
25-34,"""GUEST ROOM | Cornell Culture in the Crosshairs | The Cornell Daily Sun""",43,0,43,0,0,0
25-34,"""GUEST ROOM | Employer Cornell Steals Our Wages | The Cornell Daily Sun""",43,0,43,0,0,0
25-34,"""GUEST ROOM | Valuing Our Interdisciplinary Programs | The Cornell Daily Sun""",43,0,43,0,0,0
25-34,"""HAGOPIAN | Are We Coddled? | The Cornell Daily Sun""",43,0,43,0,0,0
25-34,"""In Letter, Hundreds of Cornellians Demand Sanctuary for Undocumented Students | The Cornell Daily Sun""",43,0,43,0,0,0
25-34,"""Indictment Shows Green Charged With Murder, Manslaughter | The Cornell Daily Sun""",43,0,43,0,0,0
25-34,"""LETTER TO THE EDITOR | On Unions and Shared Governance | The Cornell Daily Sun""",43,0,43,0,0,0
25-34,"""LIEBERMAN | Time to Take a Knee | The Cornell Daily Sun""",43,0,43,0,0,0
25-34,"""New Dean of Students Aims to ‰Û÷Transform Student Experience‰Ûª | The Cornell Daily Sun""",43,0,43,0,0,0
25-34,"""Nicholas Bogel-Burroughs | The Cornell Daily Sun""",43,0,43,0,0,0
25-34,"""Nickelodeon Tries to Join the Tolerance Bandwagon ‰ÛÓ and Fails Spectacularly | The Cornell Daily Sun""",43,0,43,0,0,0
25-34,"""One Year Later, Administration Has Begun to Meet BSU Demands | The Cornell Daily Sun""",43,0,43,0,0,0
25-34,"""Pollack Addresses Increasing Enrollment in Computer Science Classes | The Cornell Daily Sun""",43,0,43,0,0,0
25-34,"""STUDENT STORIES | Rhodes Scholar Recipient Cites Upbringing, Family Support as Motivation to Give Back | The Cornell Daily Sun""",43,0,43,0,0,0
25-34,"""The Sun‰Ûªs Top 10 Songs of 2016 | The Cornell Daily Sun""",43,0,43,0,0,0
25-34,"""University Announces New Commitments to Campus Diversity, Inclusion | The Cornell Daily Sun""",43,0,43,0,0,0
25-34,"""Women‰Ûªs Groups Fear Trump Victory Will Validate Abuse, Backwards Progress | The Cornell Daily Sun""",43,0,43,0,0,0
35-44,"""50 Years After Cornell Blaze That Killed 9, Questions Linger | The Cornell Daily Sun""",43,0,0,0,43,0
35-44,"""Answering Questions that Cornell Won‰Ûªt: Take the Survey | The Cornell Daily Sun""",43,0,0,0,43,0
35-44,"""Archer Unfazed by Football Ranked Last in 3rd Straight Ivy Preseason Poll | The Cornell Daily Sun""",43,0,0,0,43,0
